index,MMFF_energy,DFT_energy,dE,smarts,dmae,rmsd,"q_norm(1.7,0.01,0.0)","q_norm(3.0,0.5,0.0)","q_norm(6.5,3.0,0.0)","q_norm(5.0,2.0,0.0)","q_norm(1.7,0.1,0.0)","q_norm(2.0,0.1,0.0)","q_norm(1.0,0.1,0.0)","q_norm(3.0,0.1,0.0)","q_norm(2.5,0.1,0.0)","q_norm(1.6,2.3,0.0)","q_norm(0.1,1.0,0.0)","q_norm(2.0,1.0,0.0)","geodesic_length(1.7,0.01,0.0)"
149,-402.068274283,-402.080251722,7.515956445450803,[#8:1](-[#6@:2]1(-[#6:3](-[#6@@:4]-12-[#6:5](-[#6:6](-[#6@:7]-2(-[#6:8]#[#7:9])-[H:18])(-[H:16])-[H:17])(-[H:14])-[H:15])(-[H:12])-[H:13])-[H:11])-[H:10],0.0549234301322574,0.1017992053848173,0.1423609810104604,0.2319977932854429,0.6242554881490714,0.4575807816378439,0.1512688421676621,0.15925161398439,0.1426942225986828,0.1974967317234443,0.1766327946378295,0.3825600636494214,0.1688183700196699,0.2495622933684922,0.14239963297726735
157,-358.966431934,-358.982123415,9.846552986848073,[#6:1](-[#7:2]1-[#6:3](-[#6:4](-[#7:5]-[#6:6]-1-[#6:7]#[#7:8])(-[H:14])-[H:15])(-[H:12])-[H:13])(-[H:9])(-[H:10])-[H:11],0.0834921190975304,0.2019595881191954,0.1895870450964671,0.3564922254323536,1.138364270721549,0.7818605459635019,0.2020450228702016,0.2197172756030083,0.1937981111738579,0.3096658038514362,0.2602908691303611,0.5286579348369811,0.2390613063162038,0.3456463293997341,0.189657488887876
167,-365.168643721,-365.174560605,3.712900765899291,[#6:1](-[#6@:2]1(-[#6:3](-[#7:4]2-[#6:5](-[#6@@:6](-[#8:7]-[H:18])(-[#6@@:8]-1-2-[H:19])-[H:17])(-[H:15])-[H:16])(-[H:13])-[H:14])-[H:12])(-[H:9])(-[H:10])-[H:11],0.0973848988256855,0.2742970663460283,0.1369594808744952,0.1987238386030911,0.6549759615737946,0.4625045302504624,0.1493861814029231,0.1417407543663864,0.2083296416744095,0.1536023818387201,0.1428819739513419,0.5198955622812542,0.3523935370302239,0.2781621278100314,0.13768444088765214
177,-437.974384222,-437.981954232,4.750252992437918,[#6:1](-[#6@@:2](-[#8:3]/[#6:4](=[#7:5]/[H:14])-[#6:6]#[#6:7]-[H:15])(-[#6:8](=[#8:9])-[H:16])-[H:13])(-[H:10])(-[H:11])-[H:12],0.0619733472949249,0.1868551538013249,0.0979065262810861,0.1438349244165255,0.5144290662566998,0.3379379043963694,0.1056118313460764,0.1021251181171788,0.1297846589213818,0.117064742558611,0.1051636889054524,0.3152539196365257,0.1662531520878611,0.1814007698859795,0.09804772812328308
178,-423.169932449,-423.177349888,4.654513244496444,[#6:1](-[#6@:2]1(-[#6:3](-[#6@@:4]-12-[#8:5]-[#6@@:6](-[#6:7](-[H:17])(-[H:18])-[H:19])(-[#6:8]-2=[#8:9])-[H:16])(-[H:14])-[H:15])-[H:13])(-[H:10])(-[H:11])-[H:12],0.0506481826838712,0.0796368527973404,0.1279252735451437,0.22391106020184,0.6659461414442683,0.4704744207003234,0.1360051111557804,0.1452620951931567,0.126730702412575,0.1929855927598043,0.1664376198633772,0.3450946363864388,0.15231073733096,0.2270321516002935,0.12794423603460767
207,-421.825243245,-421.878143349,33.19531642976142,[#8:1](-[#6@@:2]12-[#6@:3]3(-[#6@@:4]-1(-[#6@@:5]1(-[#8:6]-[H:13])-[#6:7](-[#6@@:8]-2(-[#6@@:9]-3-1-[H:17])-[H:16])(-[H:14])-[H:15])-[H:12])-[H:11])-[H:10],0.1100372816960418,0.2209524397687328,0.2800680577361218,0.4960563140167141,1.370184643921904,0.9982018052526024,0.2970665853549968,0.3226917060871281,0.2614851829687525,0.4283306253281109,0.3726711345806904,0.7408384471734989,0.3439058411077064,0.4965232511577643,0.280479225509385
235,-416.878399551,-416.908833746,19.09774569274636,[#7:1](=[#6:2]1/[#6@:3]2(-[#6@:4]3(-[#6:5](-[#6:6](=[#8:7])-[#7:8]-1-[#6@@:9]-2-3-[H:15])(-[H:13])-[H:14])-[H:12])-[H:11])\[H:10],0.0710575142229733,0.148505846574532,0.2434411140862735,0.4506644755427632,1.3116470229200046,0.929856282672006,0.2576662017580013,0.2847364070845525,0.2094056895699212,0.3930650290308113,0.3359520986172361,0.6127615497337787,0.234970407640953,0.4277135316196293,0.24363521607985292
284,-459.004080261,-459.039975247,22.52444378011928,[#8:1](-[#6@:2]1(-[#6:3](-[#8:4]-[#6@:5]2(-[#6@:6]3(-[#8:7]-[#6@@:8]-1(-[#6@@:9]-2-3-[H:17])-[H:16])-[H:15])-[H:14])(-[H:12])-[H:13])-[H:11])-[H:10],0.0655003869597855,0.1592509737103259,0.1918156528507907,0.2859811458614946,0.7862881470777351,0.5726298673145536,0.2045982766774208,0.2067942357159205,0.2120025154702224,0.2380738866107762,0.2184263651026827,0.5408338621740787,0.2467963223377592,0.3368364099396262,0.19235569660483298
287,-432.900215597,-432.974192358,46.42111837517659,[#8:1](-[#6:2]1-[#6:3]2-[#6:4](=[#6:5](-[#6:6](-[#7:7]-2-[#7:8]-[#7:9]=1)(-[H:13])-[H:14])-[H:12])-[H:11])-[H:10],0.1519030993222867,0.4357157852208372,0.3793776108683413,0.7013290591098679,2.013626456931968,1.4388073036213318,0.4015032010402448,0.4440021869228899,0.3256985397126647,0.6114044146138512,0.523468606459388,0.9557865602749454,0.376812950107055,0.6668684726146055,0.3815780903708304
301,-425.618903874,-425.622808827,2.4503950025697168,[#6:1](-[#6:2](-[#6@@:3]1(-[#6:4](-[H:15])(-[H:16])-[H:17])-[#8:5]-[#6:6](-[#6@:7]-1(-[#6:8](-[H:20])(-[H:21])-[H:22])-[#8:9]-[H:23])(-[H:18])-[H:19])(-[H:13])-[H:14])(-[H:10])(-[H:11])-[H:12],0.0415090416867938,0.1018928831206706,0.0906372360030596,0.1317354546407326,0.3980150457533046,0.285132719118785,0.0977279202792222,0.0949343887696907,0.1195676168471578,0.1062558220339466,0.0976011886516143,0.2971251642413536,0.1730947484079284,0.1697157692469041,0.09067390452177049
320,-460.280104191,-460.287714982,4.775843456289863,[#6:1](-[#6@:2]12-[#8:3]-[#6:4](-[#6:5](-[#8:6]-[#6@:7]-1(-[#6@:8]-2(-[#8:9]-[H:19])-[H:18])-[H:17])(-[H:15])-[H:16])(-[H:13])-[H:14])(-[H:10])(-[H:11])-[H:12],0.0377872205862568,0.0827452619298831,0.1263074891594697,0.2242686738344832,0.6135804833921007,0.4501310072152339,0.133923197238351,0.1452565703215566,0.1164195366359313,0.1942287802751806,0.1681057327263219,0.3274329567421157,0.1363493530221866,0.2220331921444548,0.12631532433806877
358,-434.24998846,-434.25749484,4.710324564614526,[#6:1](-[#7:2]1-[#6:3](=[#8:4])-[#6:5](=[#6:6](-[#7:7](-[H:14])-[H:15])/[#6:8]-1=[#7:9]\[H:16])-[H:13])(-[H:10])(-[H:11])-[H:12],0.045765766696801,0.1168885549462236,0.1204219378527399,0.2181604324283454,0.6728256522901421,0.4665429678603922,0.1279565200115339,0.1384860365548736,0.1163010186316173,0.1892097459156698,0.1613886923692208,0.3198615522204021,0.1321537365679742,0.2140266927258482,0.1204353602268163
383,-423.118114603,-423.147907965,18.69561691404373,[#6:1](-[#6@:2]1(-[#8:3]-[#6@:4]2(-[#6@@:5](-[#8:6]-[H:16])(-[#6:7](-[#6:8](-[#6:9]-1-2)-[H:19])(-[H:17])-[H:18])-[H:15])-[H:14])-[H:13])(-[H:10])(-[H:11])-[H:12],0.1419861139040266,0.2878362638007966,0.2176298776877336,0.4036655544751202,1.3418551743935718,0.9147617784054428,0.2331064605652953,0.2486768927837555,0.2466439963620171,0.3464858975431503,0.2911636235694526,0.6706921793721208,0.4074571416387048,0.4121257327990061,0.21792789876905175
403,-385.877462039,-385.912045294,21.701320150432363,[#6:1](-[#6:2]12-[#6:3](-[#8:4]-[#6@:5]-13-[#6:6](-[#6@:7]-2(-[#6:8](=[#6:9]-3-[H:19])-[H:18])-[H:17])(-[H:15])-[H:16])(-[H:13])-[H:14])(-[H:10])(-[H:11])-[H:12],0.0793467840896271,0.1462794255092493,0.3097972490685864,0.5299640650139927,1.3120331883583891,0.9996455989391684,0.3279759572458701,0.3553418956188184,0.2790871275571799,0.4567105222438042,0.4049936737996111,0.7862351584913244,0.3070444166854462,0.5381362936411905,0.31010436479328624
410,-490.021987423,-490.033974291,7.521873232272521,[#7:1](-[#6:2]1:[#6:3](:[#7:4](-[#6:5](=[#8:6])-[H:13]):[#6:7](=[#8:8]):[#8:9]:1)-[H:12])(-[H:10])-[H:11],0.0445089385890848,0.0887121098686476,0.1434722747461375,0.2805372492743241,0.919989107073669,0.6170228852945379,0.1516581022382045,0.1704702721102726,0.1139118745621717,0.2466667325507878,0.2058946998193869,0.350681941995439,0.1214897054053329,0.2524288637544329,0.14348403560765294
433,-378.796865617,-378.803136609,3.9351068906860487,[#6:1]1(-[#6:2](-[#6:3]2:[#7:4]:[#8:5]:[#7:6]:[#6:7]:2-[#6:8]-1(-[H:13])-[H:14])(-[H:11])-[H:12])(-[H:9])-[H:10],0.0296871098601786,0.0800793849055917,0.1223886719385008,0.2452022056709229,0.7409200944938442,0.5178732658040307,0.1292058613091369,0.1476585215431137,0.0914382479757926,0.2163054484742138,0.1806778048529674,0.2939183142690638,0.0993703355733665,0.2159908206654444,0.12239068834236422
443,-388.470083271,-388.476649837,4.12058237592542,[#6:1](-[#6:2](-[#6@:3]1(-[#8:4]-[#6@@:5](-[#6:6](-[H:17])(-[H:18])-[H:19])(-[#6:7]-12-[#6:8](-[#6:9]-2(-[H:22])-[H:23])(-[H:20])-[H:21])-[H:16])-[H:15])(-[H:13])-[H:14])(-[H:10])(-[H:11])-[H:12],0.0681758759669782,0.1583600264813459,0.1288160415817208,0.2171620256539593,0.6357035963007075,0.457315555470492,0.137739257696445,0.1442257218223651,0.1457345684672374,0.1830086582666672,0.1613211017141659,0.3946049438072036,0.2419641932443305,0.2399755116101498,0.1288599146142779
463,-403.226999377,-403.243114621,10.112468284041348,[#6:1](-[#6@:2]1(-[#7:3](-[#6@@:4]-12-[#6@:5]1(-[#6:6](-[#6@:7]-2(-[#8:8]-[H:18])-[#6:9]-1(-[H:19])-[H:20])(-[H:16])-[H:17])-[H:15])-[H:14])-[H:13])(-[H:10])(-[H:11])-[H:12],0.0591035839545623,0.0826696460661331,0.187390034524407,0.3166880252409728,0.8299103318754634,0.613883336552661,0.1985101844835191,0.213564008607524,0.1723674550105017,0.2721051486706186,0.2416080580291146,0.4818771768494719,0.2003779264117513,0.3259945397333362,0.187415785435828
485,-418.155039247,-418.161647001,4.146428236143223,[#6:1](-[#6:2]#[#6:3]/[#6:4](=[#7:5]/[H:13])-[#7:6](-[#6:7](-[#6:8](-[H:15])(-[H:16])-[H:17])=[#8:9])-[H:14])(-[H:10])(-[H:11])-[H:12],0.0822055104304204,0.162010401885738,0.1162649157989636,0.1969494680942831,0.6072990270422586,0.4214440922671928,0.1237317396350975,0.1300093037658297,0.1184629226617334,0.1686820933600555,0.1463483194571344,0.3182620395596895,0.1584381636267939,0.205942174573832,0.11632329423102651
500,-400.658641521,-400.700347129,26.170664134355864,[#6:1]1(-[#8:2]-[#6:3]23-[#6:4](-[#7:5]4-[#6@@:6]5(-[#6@:7]-2(-[#6@@:8]-5(-[#6@@:9]-1-3-4)-[H:16])-[H:15])-[H:14])(-[H:12])-[H:13])(-[H:10])-[H:11],0.0810448855422135,0.1479856432115065,0.2800534645221801,0.500396207496644,1.339516243378716,0.987944157977476,0.2964355517462784,0.3246392598312564,0.2459222266881393,0.4342298988460525,0.3772102655270187,0.708080274773783,0.2784938498712643,0.4895591298711532,0.2803143268093008
538,-311.078206032,-311.084220187,3.7739392399437928,[#6:1](-[#6:2](-[#6@:3]1(-[#6:4](-[#6@@:5](-[#8:6]-[H:17])(-[#6:7]-1(-[H:18])-[H:19])-[H:16])(-[H:14])-[H:15])-[H:13])(-[H:11])-[H:12])(-[H:8])(-[H:9])-[H:10],0.0383174371291195,0.0663618314259129,0.0743102631895044,0.1073599649932585,0.3031021239603544,0.2197326751517448,0.079557764481119,0.0787642057898548,0.0881347654878259,0.0880606199107941,0.0815033984242829,0.2206503835792204,0.112505939530751,0.1327109142034263,0.07432301415588247
540,-378.88753706,-378.889537644,1.2553854132953162,[#6:1](-[#6:2]1:[#7:3]:[#6:4](:[#7:5]:[#6:6](:[#6:7]:1-[#8:8]-[H:14])-[H:13])-[H:12])(-[H:9])(-[H:10])-[H:11],0.0182554049064153,0.0227921051919207,0.0596646416541593,0.1164394605146885,0.3723920996204647,0.2541249004679426,0.0631325892884254,0.0706816709418037,0.0491389662742051,0.1023346845508089,0.0853332384373306,0.1478868437527726,0.0519764951889555,0.1053160654664982,0.05966539863291223
562,-440.371372147,-440.389863383,11.603425773926332,[#8:1](-[#6:2](-[#6:3](-[#6@@:4]1(-[#8:5]-[H:15])-[#6:6](-[#7:7]2-[#6:8](-[#6@@:9]-1-2-[H:20])(-[H:18])-[H:19])(-[H:16])-[H:17])(-[H:13])-[H:14])(-[H:11])-[H:12])-[H:10],0.1480215812722109,0.3572873826004121,0.1989602340044212,0.2762529787797621,0.9937589089100322,0.6910319566547779,0.2192135643610315,0.2001856069814007,0.3328063241310429,0.2006068131062421,0.1922319924472751,0.8308964343456376,0.5928520148229114,0.4265970138044191,0.22726641098614003
565,-348.83231467,-348.836919275,2.8894332610189832,[#6:1](-[#6@:2]1(-[#6:3](-[#6@@:4](-[#6:5]#[#6:6]-[H:17])(-[#6@:7]-1(-[#6:8]#[#6:9]-[H:19])-[H:18])-[H:16])(-[H:14])-[H:15])-[H:13])(-[H:10])(-[H:11])-[H:12],0.0291052481484139,0.0546107475310807,0.064671051679239,0.0894395548797722,0.2443650344548585,0.1777511612925802,0.069150254647613,0.0681069253669983,0.0756743807164583,0.0726953309547697,0.0690503193655057,0.1880583999075622,0.0902888161585204,0.1138399885681008,0.06468477862006702
567,-367.376649378,-367.382437145,3.631878625141105,[#6:1](-[#6@:2]1(-[#6:3](-[#6@@:4]-12-[#6:5](-[#6:6](-[#7:7]1-[#6:8](-[#6@@:9]-2-1-[H:22])(-[H:20])-[H:21])(-[H:18])-[H:19])(-[H:16])-[H:17])(-[H:14])-[H:15])-[H:13])(-[H:10])(-[H:11])-[H:12],0.0607016605946204,0.135989424184642,0.1001737995298563,0.1407297750300564,0.4494224662029493,0.3172636405769374,0.108487206983552,0.1033729791132977,0.1408296830979936,0.1104468254044896,0.1033227833750584,0.3483385262611042,0.2166718189569764,0.1926950781839991,0.10022880097748077
568,-385.95476978,-386.012503415,36.22840292462137,[#6:1]1(-[#6@:2]2(-[#6@@:3]-1(-[#6:4]1-[#6:5](-[#6:6](-[#6:7](-[#8:8]-[#6@@:9]-2-1-[H:19])(-[H:17])-[H:18])(-[H:15])-[H:16])-[H:14])-[H:13])-[H:12])(-[H:10])-[H:11],0.1500856922356843,0.3171544212865195,0.2603727594185819,0.444812665624907,1.4551183369444565,0.99679861075407,0.2793834841328545,0.2887972869653292,0.3112667352621193,0.3762225007148693,0.3243519561066117,0.8089255263318894,0.4553756000622314,0.4871628722805138,0.2620300383411924
599,-418.156280577,-418.15828129,1.2554663620174578,[#6:1](-[#6@@:2](-[#8:3]-[#6:4](-[#6:5](-[#6:6]#[#7:7])(-[H:16])-[H:17])(-[H:14])-[H:15])(-[#6:8]#[#7:9])-[H:13])(-[H:10])(-[H:11])-[H:12],0.0456419192523658,0.1886304288968268,0.0589533143859063,0.095803598402111,0.3165989285466611,0.213927766268148,0.0631445170022463,0.0647312642417142,0.0689408442061312,0.079631105636558,0.0706426258485085,0.1869917812671384,0.1217336418709309,0.1107876743592317,0.05898136362345486
609,-473.87132262,-473.881449947,6.354993637693689,[#8:1](/[#7:2]=[#6:3]1\[#6:4](-[#6:5](=[#8:6])-[#6@:7]2(-[#8:8]-[#6@@:9]-1-2-[H:14])-[H:13])(-[H:11])-[H:12])-[H:10],0.0566526667269033,0.2520035592588253,0.10569470390873,0.188854018788111,0.6066453553968724,0.4174397219676299,0.1132461631097917,0.1194164397317041,0.1222491738272308,0.1617973877020146,0.1376484752520221,0.3175187110411084,0.1618674398867232,0.1964142698043897,0.1059032802210658
611,-396.086560445,-396.091144756,2.876698583776742,[#7:1](-[#6:2](-[#6@@:3](-[#8:4]/[#6:5](=[#7:6]/[H:15])-[H:14])(-[#6:7]#[#7:8])-[H:13])(-[H:11])-[H:12])(-[H:9])-[H:10],0.0345561478492666,0.0817529968564949,0.0792205401736124,0.1399633102268318,0.4599003893507986,0.3097742243813837,0.0843725260194755,0.0895785426839232,0.0812587775126107,0.120558126913735,0.1028021768090917,0.2193735407225387,0.100792173974297,0.1419990298756635,0.07923788999094357
617,-460.315885671,-460.320883026,3.1358876068912163,[#6:1](-[#6@:2]1(-[#6:3](-[#6@:4]-1(-[#6:5](-[#8:6]-[H:18])(-[H:16])-[H:17])-[H:15])(-[H:13])-[H:14])-[#8:7]-[#6:8](=[#8:9])-[H:19])(-[H:10])(-[H:11])-[H:12],0.0509673704546026,0.0873985462774901,0.0926587582440847,0.158175712375198,0.5486842339182655,0.3647005615328122,0.0994764316233544,0.1022788500014547,0.1116609345178459,0.1337929001297355,0.1146678366456813,0.2885240956469863,0.1583861349929779,0.1732674771036329,0.09267336781245844
633,-387.26366815,-387.2751084,7.178865258681864,[#6:1](-[#6@:2]1(-[#8:3]-[#6@@:4]2(-[#6@:5]3(-[#6:6](-[#6:7](-[#6@@:8]-2(-[#6@@:9]-1-3-[H:21])-[H:20])(-[H:18])-[H:19])(-[H:16])-[H:17])-[H:15])-[H:14])-[H:13])(-[H:10])(-[H:11])-[H:12],0.0384454482205938,0.0713782179955262,0.1230484478705639,0.1851404171732629,0.4736610677376903,0.3527583324256455,0.1306765927353052,0.1346901393916655,0.1242846433953257,0.1553414934805251,0.1436580472276318,0.3267170363875454,0.1382043596040464,0.2117937264971543,0.12307930125549432
648,-439.213651874,-439.223116583,5.93919456510157,[#8:1](-[#6@:2]1(-[#6@:3]2(-[#6:4](-[#6@@:5]-1(-[#8:6]-[#6:7](=[#7:8]-[#6:9]-2(-[H:17])-[H:18])-[H:16])-[H:15])(-[H:13])-[H:14])-[H:12])-[H:11])-[H:10],0.0361602477455219,0.0590358646131077,0.100693849046222,0.1466487914007987,0.4051399066508347,0.2925593523747457,0.1072851452313618,0.1079146661393975,0.1093205095621226,0.1218533088788294,0.1126852397200077,0.2773773584644403,0.1189135610577104,0.1743829038686422,0.1007198462451105
659,-385.980404901,-386.009585582,18.311153782067084,[#6:1](-[#8:2]-[#6@:3]1(-[#6@:4]2(-[#6@:5]3(-[#6:6](=[#6:7](-[#6@@:8]-1(-[#6@@:9]-2-3-[H:19])-[H:18])-[H:17])-[H:16])-[H:15])-[H:14])-[H:13])(-[H:10])(-[H:11])-[H:12],0.1035072351803231,0.1860474119206636,0.1965285659622952,0.2888302942080096,0.811699777982968,0.5870558358936203,0.2099654885924934,0.210702344691285,0.2244505260550916,0.2378904908003798,0.2202090084862005,0.5763716192402452,0.3039628382907048,0.3505680171484496,0.19695133311507326
665,-288.719910118,-288.724934499,3.1528466779669366,[#6:1]1(-[#6@:2]2(-[#6:3](-[#6@:4]3(-[#6:5](-[#6@@:6]-1(-[#7:7]-2-3)-[H:16])(-[H:14])-[H:15])-[H:13])(-[H:11])-[H:12])-[H:10])(-[H:8])-[H:9],0.0322595463272232,0.0516269244238089,0.1209988370458038,0.2120573339781074,0.5390639756906577,0.4059963641402008,0.1279947930898167,0.1399682250975976,0.1054135755710498,0.1835685612205942,0.1613490252187846,0.3032283714476469,0.1163772657883808,0.2103194373368691,0.12100040467177156
672,-439.225853744,-439.239724694,8.704152536860214,[#6:1](-[#6:2](=[#8:3])-[#6@:4]1(-[#7:5](-[#6@:6]-1(-[#6:7](-[#6:8](-[H:16])(-[H:17])-[H:18])=[#8:9])-[H:15])-[H:14])-[H:13])(-[H:10])(-[H:11])-[H:12],0.2732803669113596,0.6737686983892287,0.2512443394976375,0.2978552840239929,1.3791576755051589,0.924287774651162,0.2856678809653138,0.2260697386768947,0.5279967869367331,0.1577094748172921,0.1718723477237399,1.2468271487897968,0.8520163180885928,0.596856011968017,0.26129434898272563
673,-403.229702007,-403.239766878,6.3158019059778,[#6:1]1(-[#8:2]-[#6@:3]-1(-[#6:4]1(-[#6:5](-[#6:6]-1(-[H:15])-[H:16])(-[H:13])-[H:14])-[#7:7]1-[#6:8](-[#6:9]-1(-[H:19])-[H:20])(-[H:17])-[H:18])-[H:12])(-[H:10])-[H:11],0.0707295837338645,0.1731716521856852,0.1511345485148559,0.249206682810567,0.7205019036508064,0.520420360378196,0.1616897165867294,0.1673062437047618,0.1733362907493592,0.2102478728582801,0.1854863140695831,0.4520199765126482,0.244378838343459,0.2768759632784762,0.15118332148960809
